X,Y,Z,Magnitude
15.612114930135615,-1.1255932543205018,-5.0,1.0
-16.572906876427663,-7.087468815640663,-5.0,3.0
14.264674686129684,-8.72892328637487,-5.0,1.0
-15.023022076574467,-2.1669228318085896,-5.0,3.0
-15.52356810550177,-1.2622995588795871,-5.0,3.0
-14.592102999077065,-0.40744367364815415,-5.0,3.0
1.0074426066236617,-17.124161749206966,-5.0,1.0
-12.349717445262892,-8.390504688672843,-5.0,3.0
9.864624092864268,-13.273249304702242,-5.0,1.0
8.118825666086952,11.966805713634702,-5.0,2.0
-16.034288357676775,-10.819587330543415,-5.0,3.0
8.75705704452746,13.122004599803175,-5.0,2.0
