X,Y,Z,Magnitude
-16.30766506358379,-7.117964117817118,-4.999999999999999,14.0
-16.228953301501345,-6.410026466634883,-5.0,12.0
10.295321334814755,16.17389662979927,-5.000000000000001,9.0
-0.9773529886389123,-18.021249174106906,-5.0,10.0
-8.560280599371563,13.437142761880041,-5.0,9.0
-15.861116787238881,7.0225458709238815,-5.0,6.0
17.230502959015332,7.622198007706047,-5.0,8.0
8.188459751835111,12.513444953555014,-5.0,11.0
17.376174601797857,6.796829480527391,-5.0,9.0
-18.05503922303553,5.028026183654077,-5.0,6.0
-17.805481401167608,7.848481874736018,-5.0,5.0
14.460385311733885,-6.484842286641319,-5.000000000000001,10.0
12.741468555616997,-7.727637350681628,-5.000000000000001,6.0
-16.135163846365785,-11.416685413524643,-5.0,9.0
4.859519769179853,-16.43172550748731,-5.0,3.0
-11.169345405071919,-15.256559587309793,-5.0,8.0
-9.02051474833849,-12.392240668214543,-5.0,7.0
-0.9186389454273081,-18.2084529983689,-5.0,10.0
16.80157307176698,-3.5087276950191137,-5.0,7.0
-13.73113531338813,11.665359534983821,-5.000000000000001,6.0
14.430564797210602,1.7596170215345497,-4.999999999999999,5.0
11.866230596850396,-8.956452553530372,-5.0,5.0
17.338303540660586,-6.858521539625314,-5.0,7.0
-17.904525932889218,-6.2772478390227775,-5.0,8.0
9.26843497775225,13.769768083478086,-5.0,12.0
1.8550939828846242,-18.13012113619522,-4.999999999999999,11.0
8.795342756515268,14.516015334856325,-5.0,13.0
15.940422697290277,-6.858580978681551,-5.0,8.0
-17.702765196138575,-5.288654181477973,-5.0,8.0
-14.038557284796997,-4.908679046982957,-5.0,9.0
-14.297720513967722,-5.20661688707076,-5.000000000000001,9.0
-17.36508589850584,-7.37945038479661,-5.0,12.0
-13.606670468094716,12.976755826946679,-5.0,8.0
14.280432562335308,5.4580930144032465,-5.0,10.0
-0.44226380773630436,17.6209644749402,-5.0,3.0
-0.9322587980521634,-18.72523739740889,-5.0,10.0
-16.633961873428994,-7.057068750554526,-5.0,14.0
11.198938633947407,-10.935400617768625,-5.0,6.0
-8.238188940078949,-12.439981580443781,-5.0,7.0
16.102778035906113,10.063577326646673,-5.0,9.0
9.356106387536865,11.137596671200939,-5.0,11.0
-0.11282106256181704,-17.61218388125984,-5.0,11.0
-19.222683261266596,0.3723334409209146,-5.0,3.0
-10.335626284218915,15.577934509670408,-5.0,9.0
12.765879136240141,8.078259879511137,-5.0,8.0
8.220332791949778,12.48825668399903,-5.0,11.0
-8.796415491148412,12.084935488294416,-5.0,7.0
-7.720768860143469,17.01075747970904,-5.000000000000001,7.0
-15.24166313605997,4.961802773813688,-5.0,6.0
16.984227726107953,7.858908458907403,-5.0,9.0
-13.12683455315781,6.856857972596251,-5.0,4.0
11.620190322231496,11.143217752124588,-5.0,12.0
-11.149749699425627,15.165573165111631,-5.0,11.0
-0.6560975184438508,-14.80841068192495,-5.0,10.0
-15.77520055487867,-10.640734079659522,-5.0,10.0
-8.64403507991029,-17.50449295784041,-5.0,6.0
9.045006289664059,14.853865077300258,-5.0,13.0
17.108205410806697,-3.6551675645179973,-5.000000000000001,7.0
-15.31176660833901,-11.221667371163006,-5.0,9.0
-14.689848380372144,-10.500823524848826,-5.0,10.0
12.00537300649067,-15.413778977393875,-5.0,3.0
15.942745573849594,1.2359653151351813,-5.0,4.0
-18.203104376282482,3.9895427579770923,-5.0,7.0
13.880820465793207,4.344481935783816,-5.0,8.0
6.443092336394038,17.880495884981833,-5.0,7.0
7.716607899900872,13.217374576863946,-5.0,12.0
17.91326943518558,-7.181363617672609,-5.0,7.0
-3.079542715468362,-16.396913850581246,-5.0,9.0
-6.856341235612968,16.02308598365153,-5.0,9.0
-13.534910138944817,-9.815892265869374,-5.0,9.0
-11.027904888664608,-15.10526937211465,-5.0,8.0
-1.4282916975754005,-17.27181659250023,-5.0,10.0
17.575051324183896,6.50440024393025,-5.0,9.0
-17.747695287810682,0.7117316771474431,-5.0,4.0
5.623935205252756,17.1270638469913,-5.0,7.0
-13.782713151155697,11.083112434824503,-5.0,5.0
-12.865173235357842,-9.181047191724677,-5.0,11.0
-10.01635215729431,13.960552810793931,-5.0,11.0
11.522825788471328,-8.575928124442667,-5.0,5.0
-12.060106701963452,11.223731013087495,-5.0,8.0
-11.358616637067495,-14.110390713677317,-5.0,8.0
18.45950856364823,-6.751156294149263,-5.000000000000001,7.0
6.29035870579985,18.300239115255753,-5.0,5.0
9.378717028649923,-16.56506502502988,-5.0,3.0
4.183345058842981,-16.755226352488524,-5.0,4.0
-9.398583865038958,-16.13362800620549,-5.0,8.0
15.592171487193134,-11.50218928546893,-5.0,2.0
14.480923872651285,9.546374046431968,-5.0,11.0
9.102352978284232,11.82358647958158,-5.0,11.0
2.165117581303419,17.05640824951275,-5.0,5.0
17.104630606317883,7.846132647518994,-5.0,9.0
-11.059493353206971,15.993739504045447,-5.0,8.0
12.313077195408688,-14.801236407864177,-5.0,4.0
-2.5117326770918753,-18.01447798194025,-5.0,10.0
-10.15689355074789,-13.825303505216892,-5.000000000000001,8.0
-3.4188895549907015,18.605179271549098,-5.0,3.0
-0.715621467087513,-18.466066540702137,-5.0,10.0
13.264421974772826,12.772580359800331,-5.0,7.0
8.102862388929536,13.046655989488741,-5.0,11.0
16.19125754778604,1.1451446205829943,-5.0,4.0
