X,Y,Z,Magnitude
-11.31374328170764,7.432146710881095,3.0,7.0
63.175798899186866,129.42842803876135,3.0,15.0
51.91488424701944,148.38341429379417,3.0,9.0
-70.12516431952548,120.23640498182051,3.0,14.0
-56.63907203738925,31.882121615960255,3.0,10.0
16.551444720845367,167.9677326399724,3.0,6.0
-72.16695138003821,125.38640782375589,3.0,14.0
-59.26673062990842,145.37832788887647,3.0,2.0
-56.79933629251828,31.432962755012817,3.0,10.0
62.8305515962922,135.0485585768171,3.0,14.0
64.20679029282445,133.27448033101706,3.0,14.0
-58.536056458595546,17.642575153165744,-92.8927847455605,1.0
-41.144397652153984,26.071400741369715,3.0,10.0
63.6947951950409,132.3568504957873,3.0,14.0
83.16603609818984,82.96549428643449,3.0,3.0
63.97423398176275,133.2324138405511,3.0,14.0
59.7555219206103,134.35914109524256,3.0,14.0
-79.58077477404737,109.74127695495497,3.0,15.0
-11.368343638054434,7.6189489439081735,3.0,7.0
52.22421348069108,25.232977766809597,3.0,10.0
-82.73084885116728,84.38236694000355,3.0,4.0
-8.530208555602659,8.972755227483749,3.0,8.0
-56.67680428339159,31.689562463356875,3.0,10.0
54.09904573422618,26.156381104047817,3.0,10.0
54.239523648794076,142.509311563191,3.0,15.0
53.99857636925109,26.835877835272,3.0,10.0
-74.75731342841159,125.27864135795485,3.0,14.0
79.85632236665894,0.8430244948319572,-0.08254429774735646,2.0
-36.33321658645768,159.02925951576984,3.0,9.0
34.99549207571105,159.73683603378635,3.0,4.0
52.83838176511689,28.0775574519081,3.0,10.0
-71.2880122588787,122.21659057342188,3.0,14.0
-56.37382471562064,31.612609974917337,3.0,10.0
-71.92334219071331,113.0332306011328,3.0,15.0
-35.70733180272294,159.79133396084188,3.0000000000000004,10.0
-35.30130607183155,160.3202681289272,3.0,10.0
53.20630753961905,28.269522986382874,3.0,10.0
-6.405974810770973,10.390946952817535,3.0,8.0
66.86596168836638,51.04434479901663,3.0,1.0
-2.1087319533579745,170.74588622576385,3.0,7.0
-9.252587074991142,11.352374806802795,3.0,8.0
71.74627287047144,117.13281306017173,3.0,9.0
-73.82676843892723,126.1589042081142,3.0000000000000004,14.0
49.523297946680955,149.27831644192554,3.0,7.0
-20.750911718332564,168.16760522056373,3.0,10.0
23.10259484290809,165.4736179430027,3.0,7.0
82.32009726538405,88.82457899499012,3.0,3.0
-56.3590236926006,31.94748017074238,3.0,10.0
40.1780774767646,160.54090113042255,3.0,5.0
14.168310878807661,169.13658180250977,3.0000000000000004,8.0
-68.47871511248448,51.63566407735732,3.0,2.0
-30.723625855374102,11.666374425481756,-70.4712576633157,3.0
8.282979129217823,11.300120221770964,3.0,7.0
14.304658233015324,164.72925516351182,3.0,8.0
57.91344543987818,136.08494419931932,3.0,15.0
6.743580919601248,173.41434157415114,3.0,7.0
-39.03865683636375,11.061323057630698,-79.5821853174218,3.0
54.20250691183508,28.348519994726374,3.0,10.0
60.770919347849265,134.74532541933013,3.0,14.0
-72.4844309544675,125.78445185560152,3.0,14.0
40.53022721610299,18.47098476981698,3.0,9.0
-8.010193155056434,12.148509991328465,3.0,8.0
55.671318174830084,29.756431056203418,3.0,9.0
-67.40848479001335,121.45838113820287,3.0,14.0
-83.01896539862992,100.33369024298587,3.0000000000000004,5.0
-33.29928332882449,164.40953796944814,3.0,11.0
53.610773469133306,141.11471308274315,3.0,15.0
-36.33955594822916,163.27803095421592,3.0,10.0
69.85907620846437,114.75715542067596,3.0,4.0
12.799414279746436,9.338932767433437,3.0,3.0
-18.012665268957413,171.42339865626667,3.0,7.0
79.74734192714834,0.7304915124053973,-0.08457726746937266,2.0
-57.107255373029105,31.229761481981313,3.0,10.0
-72.32734015922722,124.35582105158237,3.0,14.0
-55.82399213776249,32.097141880794446,3.0,10.0
-70.46041587199126,118.3966399888377,3.0,14.0
-30.720159594429774,165.18489408234865,3.0,11.0
-70.22600929504102,124.16921005951633,3.0,14.0
-74.7682507189779,65.47692206861049,3.0,3.0
-3.0596663435142695,164.6956444645828,3.0,6.0
-83.65744713635385,84.9250716999825,3.0,4.0
-56.44397149145793,32.032213383029614,3.0,10.0
-35.2777696031798,159.3613066631461,3.0,10.0
-68.05959731118995,120.93135998756841,3.0,14.0
25.9885996709999,17.837799902380464,3.0,3.0
56.80857425893052,29.433063979466855,3.0,9.0
-57.218376181876515,29.857561892545373,3.0,10.0
-33.74781715437078,11.44631607334836,-68.81573637637817,3.0
-34.300295621186685,162.36084493259753,3.0,10.0
15.352168437077328,167.08205674841156,3.0,7.0
76.33148826901551,74.45097521774287,3.0,3.0
-7.4201061175341865,12.972683499522475,3.0,8.0
54.625613448904026,27.841763282766642,3.0,10.0
62.40741857402837,132.02966830487233,3.0,14.0
63.32906720268264,130.74391745666787,3.0,15.0
64.76695058691448,133.63631428676086,3.0000000000000004,14.0
-79.45976684790067,75.22724944910532,3.0,4.0
-62.77044012717697,144.50706816461476,3.0000000000000004,2.0
-24.50982780199892,166.73955946391237,3.0000000000000004,11.0
-73.91371639698173,125.86472118346529,3.0,14.0
