X,Y,Z,Magnitude
-0.4894012331099762,11.91244607499793,24.69433824814018,6.0
-19.303309622133135,2.5112896634999338,15.108173119476152,6.0
-19.303309622133135,2.511289663499933,15.108173119476152,6.0
-7.074905061367737,26.820051711046343,21.338856449899865,1.0
2.7840317838684694,18.121247528566794,24.987386036403937,67.0
4.390066246568043,14.072778336192908,25.80570146791448,53.0
-19.30330962213314,2.5112896634999347,15.10817311947615,6.0
-19.30330962213313,2.5112896634999347,15.10817311947615,6.0
-23.204077696304424,6.7289011530003116,13.120632513110511,9.0
1.8010332048863371,21.78510402748564,24.12525754854311,28.0
4.322867216169668,15.177515978839914,25.486530899011598,58.0
1.8051849962121356,21.784748600516796,24.1242931046417,28.0
2.6129929317177347,19.69635772098,24.5517567707459,47.0
1.5038199898887,22.273154227000596,24.053376494799537,26.0
4.046057422656065,15.392858850624783,25.492452179129007,62.0
-23.29738682241002,6.824421169786847,13.073089138689623,9.0
4.089239122123962,15.651561640395714,25.402487240065952,64.0
2.6617301675264544,19.419956728755654,24.623363562727192,49.0
4.299317688848305,14.939493795407625,25.56512351317028,57.0
1.2900657864130358,22.983033095937984,23.892356733679943,22.0
3.014675091093045,17.972251801751746,24.97318185301971,69.0
3.9103724392854335,16.271997871718327,25.259700092305845,65.0
3.9097384685627103,16.49165139495587,25.19295146760152,64.0
4.6112181436103565,14.393435296055829,25.65088066309375,56.0
0.9152560274462074,23.92914879004785,23.70098545507615,14.0
3.139791496751807,17.61892090795965,25.048489159156183,67.0
4.237275465103934,15.604312857565223,25.378631700312294,63.0
3.8086903814670405,16.48411910499899,25.221354246801393,65.0
13.161479346890372,22.79167011933069,2.4513564931429563,1.0
3.3978842391611686,17.261829599351053,25.09058430810417,64.0
4.141148866479377,14.884306357029786,25.62280188024008,57.0
4.390066246568017,14.07277833619292,25.805701467914464,53.0
3.6057654064352307,16.73566334223517,25.197157662305806,64.0
-12.922098079034187,23.16347282781062,14.72434906874904,1.0
5.252753970156146,15.501133430815319,25.122936580414674,56.0
3.549889585042714,17.21303685918834,25.06617361091498,63.0
3.865412604415372,16.288988321280435,25.266140810595985,65.0
1.4618107414018837,22.52067842613434,23.988828018256143,22.0
2.9501474853788685,18.22451155125135,24.913008966377372,63.0
-22.818253099351978,6.242919133642448,13.317219964298712,9.0
4.2068618713969474,15.645835964495447,25.37384072875785,64.0
4.098399596001754,15.787089800503392,25.358834851097836,64.0
-22.818759140049707,6.10357530972864,13.316962123684736,9.0
3.680657142304373,14.704029417654958,25.444239475189097,58.0
0.05471771073594045,12.184337868653047,24.971580697581707,8.0
3.637924981256618,17.035276098194082,25.097578271760995,63.0
1.1843393026405626,13.314579304124017,25.54715164695552,46.0
17.0599313857247,20.87191790181055,-3.317084578673753,1.0
4.254565088350055,14.457250233970745,25.723590920766227,56.0
2.7122537374261446,19.045211632136816,24.724467095828636,53.0
4.150068503977607,14.845110212966306,25.632437483836405,57.0
1.9212977614927542,21.29610179593839,24.24314762107883,31.0
1.3716536216079276,12.842399990888616,25.64259305952411,44.0
2.6214473116262056,19.28466958964366,24.67498375703423,49.0
5.658031709209771,14.4795149792687,25.32943590257611,50.0
3.850977625879544,15.957487990994077,25.370854440005644,64.0
0.7036372042146094,24.513981330632923,23.577506472836593,13.0
-18.087812646088604,20.7314431232421,12.830602898198894,2.0
4.938268916636487,15.100055205419903,25.342871864918422,56.0
5.237345938963019,14.346146034003882,25.495259219153482,52.0
4.063994936530103,15.742698327226798,25.38124698238819,64.0
1.8501477018194854,21.351009900586934,24.244804475910378,30.0
2.9813527865962994,13.368855722011178,25.08792610901353,53.0
2.619605654265329,19.54362240461483,24.59657553645283,48.0
4.609288961118561,14.489134393028774,25.62222657141332,56.0
4.245666535287844,14.885359877918848,25.595476258885178,57.0
-15.055396729760341,21.375891772727023,10.067445958604853,2.0
4.512597939863413,14.854580643079078,25.535884207115263,56.0
3.3459611366319937,17.79843970132447,24.94053390333611,68.0
1.7369170366637698,21.592608806759635,24.200462795486324,30.0
4.296474901750996,14.905927082408624,25.576083348665676,57.0
-0.7433022749209804,13.385793956302106,24.564969205684328,6.0
2.698206341653511,19.456995899248035,24.602655916108652,49.0
1.7614506994657428,21.54565638514709,24.20842690733024,30.0
3.8586491940509724,16.215614988395117,25.29023981190774,65.0
-22.40416385870707,5.859809028886447,13.528208970769114,9.0
4.077278505487407,15.752939737666269,25.37469503652597,64.0
-21.80373566626318,6.658254365531987,13.834142415413218,9.0
3.9737485708596236,13.86474779276315,25.59357701706667,53.0
3.9233603813917757,16.101519973649715,25.308276536541708,64.0
4.341281701289725,15.02713575249371,25.527582967000818,58.0
4.012190400534802,15.887149374957431,25.350628237639327,64.0
3.7162964227495987,15.771207876674335,25.4623985955776,64.0
-23.314427730013364,6.953446528060831,13.064406362583236,8.0
4.390066246567994,14.0727783361929,25.80570146791445,53.0
3.42921455705517,17.640963147012258,24.96699498427506,67.0
-20.50061515734012,3.7145667768475303,14.498115478467643,12.0
2.9775848438284607,18.32311201506429,24.875883477102384,63.0
2.6732991707353966,18.91686749095437,24.773629068540533,59.0
-21.428671627797353,4.650519049901895,14.025247088201713,13.0
